559;EKT Wilde Wiese;Eltern-Initiativ-Kindertagesstätte;Elternverein "Wilde Wiese" e. V.;Kurt-Schumacher-Damm 41;13405 Berlin (Mitte);52.5599296;13.3246994;03041700033;leitung-wildewiese@mailbox.org;http://www.kita-wilde-wiese.net/;6.0;17.0;11.0;06:00-17:00;3;deutsch
560;EKT Windmühle;Eltern-Initiativ-Kindertagesstätte;Eltern-Kinder-Tagesstätte Windmühle e. V.;Sophie-Charlotten-Str. 84;14059 Berlin (Charlottenburg-Wilmersdorf);52.5143159;13.2882739;0303420649;kilawindmuehle@gmx.de;http://www.kila-windmuehle.de;8.0;16.25;8.25;08:00-16:15;0;deutsch
561;EKT Wurzelkinder;Eltern-Initiativ-Kindertagesstätte;Wurzelkinder e.V.;Staehleweg 1 (Hausnummer 46);13465 Berlin (Reinickendorf);52.6551532;13.282616;0304013732;leitung@wurzelkinder.eu;;7.5;17.0;9.5;07:30-17:00;11;deutsch
562;EKT Zappzarapp;Eltern-Initiativ-Kindertagesstätte;EIKITA ZAPPZARAPP - Eltern-Initiativ-Kindertagesstätte e.V.;Ebersstr. 12;10827 Berlin (Tempelhof-Schöneberg);52.48326669999999;13.3557254;0307844463;;;8.25;15.5;7.25;08:15-15:30;12;deutsch
563;EKT Zilli-Billi-Willi;Eltern-Initiativ-Kindertagesstätte;Zilli - Billi - Willi e.V.;Herbert-Baum-Str. 34;13088 Berlin (Pankow);52.54637;13.45709;03091205435;kzillibilliwilli@aol.com;;8.0;17.0;9.0;08:00-17:00;12;englisch
564;EKT Zilli-Billi-Willi;Eltern-Initiativ-Kindertagesstätte;Zilli - Billi - Willi e.V.;Streustr. 5;13086 Berlin (Pankow);52.5483355;13.4486887;03096063722;kzillibilliwilli@aol.com;;8.0;17.0;9.0;08:00-17:00;48;englisch
565;EKT Zottelbär;Eltern-Initiativ-Kindertagesstätte;Eltern-Initiativ-Kindertagesstätte Zottelbär e. V.;Jansastr. 14;12045 Berlin (Neukölln);52.4856146;13.433397;0306239640;;;;;;;0;deutsch
566;EKT Zwölf Knirpse;Eltern-Initiativ-Kindertagesstätte;Eltern-Initiativ-Kindertagesstätte Zwölf Knirpse e.V.;Lissabonallee 6;14129 Berlin (Steglitz-Zehlendorf);52.42807;13.22362;0308026020;info@12knirpse.de;;8.0;16.0;8.0;08:00-16:00;0;deutsch
567;el caracol - bilingualer Kindergarten;Kindertagesstätte;el caracol bilingualer Kindergarten Spanisch / Deutsch gGmbH;Drakestr. 9B;12205 Berlin (Steglitz-Zehlendorf);52.43489;13.30604;0308731502;kontakt@el-caracol.de;www.el-caracol.de;7.5;16.5;9.0;07:30-16:30;12;spanisch
568;el caracol bilingualer Kindergarten;Kindertagesstätte;el caracol bilingualer Kindergarten Spanisch / Deutsch gGmbH;Grunewaldstr. 46;12165 Berlin (Steglitz-Zehlendorf);52.45889;13.31468;0308731502;kontakt@el-caracol.de;www.el-caracol.de;7.5;16.5;9.0;07:30-16:30;12;spanisch
569;El mundo de los ninos;Kindertagesstätte;El mundo de los ninos e. V.;Brunnenstr. 30;10119 Berlin (Mitte);52.53462;13.39849;0049015775764079;kontakt@el-mundo-de-los-ninos.de;www.el-mundo-de-los-ninos.de;8.0;17.0;9.0;08:00-17:00;8;spanisch
570;El mundo de los ninos;Kindertagesstätte;El mundo de los ninos e. V.;Fehrbelliner Str. 97;10119 Berlin (Pankow);52.5308497;13.4094243;004901768308824;kontakt@el-mundo-de-los-ninos.de;www.el-mundo-de-los-ninos.de;8.0;17.0;9.0;08:00-17:00;12;spanisch
571;El mundo de los ninos;Kindertagesstätte;El mundo de los ninos e. V.;Fehrbelliner Str. 51;10119 Berlin (Mitte);52.53402999999999;13.401;0049017683108824;kontakt@el-mundo-de-los-ninos.de;www.el-mundo-de-los-ninos.de;8.0;17.0;9.0;08:00-17:00;12;spanisch
572;Elterninitiativ-Kita Kunger Küken;Eltern-Initiativ-Kindertagesstätte;Kunger Küken e. V.;Wildenbruchstr. 41;12435 Berlin (Treptow-Köpenick);52.4893053;13.4509589;03022468663;kungerkueken@posteo.de;;;;;;0;deutsch
573;Eltern-Kinder-Schülergruppe Modell Florian;Kindertagesstätte;Eltern-Kinder-Gruppe "Florian" e. V.;Waldemarstr. 57;10997 Berlin (Friedrichshain-Kreuzberg);52.5031301;13.4222958;0306148146;;;;;;;0;deutsch
574;Eltern-Kind-Gruppe;Eltern-Kind-Gruppe;Evangelische Dorfkirchengemeinde Lankwitz;Alt-Lankwitz 15;12247 Berlin (Steglitz-Zehlendorf);52.43951999999999;13.35391;030779909014;kuesterei@dorfkirche-lankwitz.de;;8.0;13.0;5.0;08:00-13:00;24;deutsch
575;Eltern-Kind-Gruppe Kreuzberg-Nord;Kindertagesstätte;Eltern-Kindergruppe Kreuzberg-Nord e.V.;Mariannenplatz 2;10997 Berlin (Friedrichshain-Kreuzberg);52.50403000000001;13.42444;0306145900;;;;;;;0;deutsch
576;Eschkol Kindergarten;Kindertagesstätte;Kahal Adass Jisroel KiTa gemeinnützige UG (haftungsbeschränkt);Brunnenstr. 33;10115 Berlin (Mitte);52.53548;13.3984;030;eschkol@kaj-berlin.de;;;;;;0;deutsch
577;Europa-Kindergarten Max und Moritz;Kindertagesstätte;Europa-Kindergarten Max und Moritz gGmbH;Kärntener Str. 27;10827 Berlin (Tempelhof-Schöneberg);52.4799423;13.3476274;0307818820;info@europakindergarten.de;;7.0;19.0;12.0;07:00-19:00;12;englisch
578;Ev. Dreikönigs-Kita;Kindertagesstätte;Leben mit Kindern gGmbH;Kirchstr. 31;12277 Berlin (Tempelhof-Schöneberg);52.41685;13.36951;0307212354;dreikoenigs-kita@lemiki.de;;6.5;17.0;10.5;06:30-17:00;11;deutsch
579;Ev. Halbtagskita Neu-Westend;Kindertagesstätte;Ev. Kirchengemeinde Neu-Westend;Eichenallee 53;14050 Berlin (Charlottenburg-Wilmersdorf);52.51783;13.26348;030304 89 69;halbtagskita@kg-neu-westend.de;;7.75;15.0;7.25;07:45-15:00;24;deutsch
580;Ev. Kinderhaus Kapernaum;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Seestr. 35;13353 Berlin (Mitte);52.54861;13.3499;030453 63 07;kinderhaus-kapernaum@evkvbmn.de;;7.0;17.0;10.0;07:00-17:00;2;deutsch
581;Ev. Kindertagesstätte;Kindertagesstätte;Evangeliumskirchgemeinde;Hausotterplatz 3;13409 Berlin (Reinickendorf);52.5698014;13.3757641;030495 85 08;kita@evangeliumskirchengemeinde-berlin.de;;;;;;2;deutsch
582;Ev. Kindertagesstätte Alt-Schöneberg;Kindertagesstätte;Leben mit Kindern gGmbH;Dominicusstr. 21A;10823 Berlin (Tempelhof-Schöneberg);52.48282;13.34804;0307846764;a-schoen@lemiki.de;;6.5;17.0;10.5;06:30-17:00;12;deutsch
583;Ev. Kindertagesstätte Südende;Kindertagesstätte;Ev. Kirchengemeinde Südende;Buhrowstr. 6 -7;12167 Berlin (Steglitz-Zehlendorf);52.44703999999999;13.35116;030795 71 80;kita-suedende@gmx.de;;6.5;17.5;11.0;06:30-17:30;12;deutsch
584;Ev. Kita Albert-Schweitzer/Ev. Segenskirchengemeinde;Kindertagesstätte;Ev. Segenskirchengemeinde;Auguste-Viktoria-Allee 51;13403 Berlin (Reinickendorf);52.57237;13.309;030412 71 19;;;;;;;2;deutsch
585;Ev. Kita Alt-Schmargendorf;Kindertagesstätte;Leben mit Kindern gGmbH;Kirchstr. 15 16;14199 Berlin (Charlottenburg-Wilmersdorf);52.4729;13.29314;0308231410;aschma@lemiki.de;www.lemiki.de;6.5;17.0;10.5;06:30-17:00;12;deutsch
586;Ev. Kita Alt-Tempelhof;Kindertagesstätte;Leben mit Kindern gGmbH;Albrechtstr. 105 - 106;12103 Berlin (Tempelhof-Schöneberg);52.4613068;13.3787247;0307523967;ev.kita.albrechtstr@web.de;;6.5;17.0;10.5;06:30-17:00;11;deutsch
587;Ev. Kita am Humboldthain;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Gustav-Meyer-Allee 2;13355 Berlin (Mitte);52.54455;13.38974;03064604161;am.humboldthain-kita@evkvbmn.de;;7.0;17.0;10.0;07:00-17:00;12;deutsch
588;Ev. Kita Brüdergemeinde;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Donaustr. 66;12043 Berlin (Neukölln);52.47674;13.44475;060686 32 31;ev-kita.bruedergemeine@kk-neukoelln.de;;6.0;17.0;11.0;06:00-17:00;2;deutsch
589;Ev. Kita Coretta King;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Bohm-Schuch-Weg 9;12351 Berlin (Neukölln);52.43081000000001;13.45078;030604 30 05;ev-kita.coretta-king@kk-neukoelln.de;;6.0;17.0;11.0;06:00-17:00;2;deutsch
590;Ev. Kita Debora;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Aronsstr. 134;12057 Berlin (Neukölln);52.4717914;13.4662864;03068 05 49 45;ev-kita.debora@kk-neukoelln.de;;6.0;17.0;11.0;06:00-17:00;2;deutsch
591;Ev. Kita Dreieinigkeit;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Lipschitzallee 23;12351 Berlin (Neukölln);52.42995999999999;13.47214;0306616168;ev-kita.dreieinigkeit@kk-neukoelln.de;;6.0;17.0;11.0;06:00-17:00;12;deutsch
592;Ev. Kita Erlöser;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Wikingerufer 9;10555 Berlin (Mitte);52.52208;13.33048;0303912489;erloeser-kita@evkvbmn.de;;6.5;17.0;10.5;06:30-17:00;12;deutsch
593;Ev. Kita Galiläa;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Rigaer Str. 9;10247 Berlin (Friedrichshain-Kreuzberg);52.51771;13.45609;030422 59 44;galilaea-kita@evkvbmn.de;;7.0;17.0;10.0;07:00-17:00;2;deutsch
594;Ev. Kita Götzstraße;Kindertagesstätte;Ev. Paulus-Kirchengemeinde Tempelhof;Götzstr. 28;12099 Berlin (Tempelhof-Schöneberg);52.4643867;13.3916898;0307861771;kita.goetzstr@rundkirche.de;www.ts-evangelisch.de;6.5;17.0;10.5;06:30-17:00;0;deutsch
595;Ev. Kita Grünes Dreieck/Ev. Friedensgem. Charlottenburg;Kindertagesstätte;Ev. Friedensgemeinde Charlottenburg;Angerburger Allee 56;14055 Berlin (Charlottenburg-Wilmersdorf);52.5109267;13.2223486;0303081 0813;ev_Kita_gruenes_dreieck@hotmail.de;www.ev_friedensgemeinde_charlottenburg.de;7.5;16.5;9.0;07:30-16:30;12;deutsch
596;Ev. Kita Grunewald;Kindertagesstätte;Leben mit Kindern gGmbH;Koenigsallee 10A;14193 Berlin (Charlottenburg-Wilmersdorf);52.49365239999999;13.2830915;0308928102;grunewald@lemiki.de;www.lemiki.de;7.0;17.0;10.0;07:00-17:00;24;deutsch
597;Ev. Kita Heinersdorf;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Romain-Rolland-Str. 52;13089 Berlin (Pankow);52.5667567;13.4411349;030472 44 24;;;6.5;17.0;10.5;06:30-17:00;12;deutsch
598;Ev. Kita Hephatha;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Fritz-Reuter-Allee 136;12359 Berlin (Neukölln);52.4426;13.44779;0306011133;ev-kita.hephatha@kk-neukoelln.de;;6.5;17.5;11.0;06:30-17:30;12;deutsch
599;Ev. Kita Hermsdorf;Kindertagesstätte;Ev. Kirchengemeinde Hermsdorf;Schloßstr. 39;13467 Berlin (Reinickendorf);52.6173827;13.3121498;03040508677;;;;;;;12;deutsch
600;Ev. Kita Johann-Christoph-Blumhardt;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Buckower Damm 59;12349 Berlin (Neukölln);52.4384869;13.4351345;0306670 6928;ev-kita.blumhardt@kk-neukoelln.de;;8.0;15.0;7.0;08:00-15:00;12;deutsch
601;Ev. Kita Kirchenwichtel;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Fritz-Reuter-Allee 130;12359 Berlin (Neukölln);52.4426;13.44779;03060111337;ev-kita.hephatha@kk-neukeolln.de;;8.0;15.0;7.0;08:00-15:00;12;deutsch
602;Ev. Kita Kornelius;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Dubliner Str. 29;13349 Berlin (Mitte);52.5593027;13.3440914;030452 11 78;kornelius-kita@evkvbmn.de;;7.0;17.0;10.0;07:00-17:00;12;deutsch
603;Ev. Kita Magdalenen/Kirchenkr. Neukölln;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Karl-Marx-Str. 197;12055 Berlin (Neukölln);52.4726371;13.4414586;030568257-59;Ev-kita.magdalenen@kk-neukoelln.de;;6.0;17.0;11.0;06:00-17:00;2;deutsch
604;Ev. Kita Martin Luther King;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Martin-Luther-King-Weg 7;12353 Berlin (Neukölln);52.428636;13.4550102;03060490660;ev-kita.mlk@kk-neukoelln.de;;6.0;17.0;11.0;06:00-17:00;2;deutsch
605;Ev. Kita Martin-Albertz-Haus;Kindertagesstätte;Ev. Kirchengemeinde Weihnacht-Haselhorst;Gorgasring 12;13599 Berlin (Spandau);52.54148;13.24213;030334 43 44;kitamah@versanet.de;;6.0;17.0;11.0;06:00-17:00;2;deutsch
606;Ev. Kita Melanchthon;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Planufer 84;10967 Berlin (Friedrichshain-Kreuzberg);52.4949826;13.4145966;030691 92 68;melanchthon-kita@evkvbmn.de;;7.0;17.0;10.0;07:00-17:00;12;deutsch
607;Ev. Kita Nazareth;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Nazarethkirchstr. 50;13347 Berlin (Mitte);52.5478428;13.3591799;030456 62 91;;;6.0;16.5;10.5;06:00-16:30;12;deutsch
608;Ev. Kita Neu-Buckow;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Quarzweg 116;12349 Berlin (Neukölln);52.4186045;13.4162205;030762 89 06;ev-kita.berlin-neu-buckow@kk-neukoelln.de;;6.0;17.0;11.0;06:00-17:00;12;deutsch
609;Ev. Kita Nikodemus;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Nansenstr. 27;12047 Berlin (Neukölln);52.4912;13.43175;030624 49 69;ev-kita.nikodemus@kk-neukoelln.de;;6.0;17.0;11.0;06:00-17:00;8;deutsch
610;Ev. Kita Philipp Melanchthon;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Bruno-Bauer-Str. 14;12051 Berlin (Neukölln);52.4638832;13.4390622;030685100701;ev-kita.philippmelanchthon@kk-neukoelln.de;;6.0;17.0;11.0;06:00-17:00;12;deutsch
611;Ev. Kita Regenbogen;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Ulrich-von-Hassell-Weg 4;12353 Berlin (Neukölln);52.42435;13.46625;0303920 3299;ev-kita.regenbogen@kk-neukoelln.de;;6.0;17.0;11.0;06:00-17:00;2;deutsch
612;Ev. Kita Regenbogenfisch;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Scharnweberstr. 61;10247 Berlin (Friedrichshain-Kreuzberg);52.5117086;13.4745979;030291 12 72;regenbogenfisch-kita@evkvbmn.de;;7.0;17.5;10.5;07:00-17:30;12;deutsch
613;Ev. Kita Samariter;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Samariterstr. 27;10247 Berlin (Friedrichshain-Kreuzberg);52.51888;13.46564;030422 20 40;Samariter-kita@evkvbmn.de;;7.0;17.0;10.0;07:00-17:00;12;deutsch
614;Ev. Kita Schlachtensee;Kindertagesstätte;Leben mit Kindern gGmbH;Dubrowplatz 4;14129 Berlin (Steglitz-Zehlendorf);52.43542;13.22062;030802 60 92;schlachtensee@lemiki.de;www.lemiki.de;7.5;16.5;9.0;07:30-16:30;18;deutsch
615;Ev. Kita Sonnenblume;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Niemannstr. 1;10245 Berlin (Friedrichshain-Kreuzberg);52.5066;13.45956;03026948055;sonnenblume-kita@evkvbmn.de;;7.0;17.0;10.0;07:00-17:00;2;deutsch
616;Ev. Kita Sophien;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Große Hamburger Str. 28;10115 Berlin (Mitte);52.52511399999999;13.3993993;03024342439;sophien-kita@evkvbmn.de;;7.0;17.0;10.0;07:00-17:00;12;deutsch
617;Ev. Kita St. Simeon;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Wassertorstr. 21A;10969 Berlin (Friedrichshain-Kreuzberg);52.50053459999999;13.4064671;030614 23 00;st.simeon-kita@evkvbmn.de;;7.0;17.0;10.0;07:00-17:00;12;deutsch
618;Ev. Kita St. Thomas;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Bethaniendamm 27;10997 Berlin (Friedrichshain-Kreuzberg);52.50599;13.42758;030618 37 30;;;7.0;17.0;10.0;07:00-17:00;12;deutsch
619;Ev. Kita Stephanus;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Soldiner Str. 21;13359 Berlin (Mitte);52.55860999999999;13.38794;030493 62 62;Stephanus-kita@evkvbmn.de;;7.0;17.0;10.0;07:00-17:00;2;deutsch
620;Ev. Kita Tabea;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Sonnenallee 311;12057 Berlin (Neukölln);52.46602;13.47179;03084857130;ev-kita.tabea@kk-neukoelln.de;;6.5;17.0;10.5;06:30-17:00;2;deutsch
621;Ev. Kita Wartenberg;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Birkholzer Weg 76;13059 Berlin (Lichtenberg);52.5827679;13.528733;030929 31 54;wartenberg-kita@evkvbmn.de;;6.0;17.0;11.0;06:00-17:00;12;deutsch
622;Ev. Kita Wilhelmsruh;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Goethestr. 3;13158 Berlin (Pankow);52.58778;13.36773;0309167774;wilhelmsruh-kita@evkvbmn.de;;6.5;17.5;11.0;06:30-17:30;12;deutsch
623;Ev. Kita/Kirchenkreis Neukölln;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Fuldastr. 48;12045 Berlin (Neukölln);52.48469;13.43627;030623 36 23;kita@martin-luther-neukoelln.de;;6.0;17.0;11.0;06:00-17:00;12;deutsch
624;Ev. Teilzeit-Kita Goltzstraße;Kindertagesstätte;Ev. Kirchengemeinde Lichtenrade;Goltzstr. 33;12307 Berlin (Tempelhof-Schöneberg);52.3852476;13.4055674;030746889432;tz-kita@kg-lira.de;;7.5;15.0;7.5;07:30-15:00;0;deutsch
625;Ev.Kita Momo Kirchenkreis Neukölln;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Neudecker Weg 33;12355 Berlin (Neukölln);52.4202569;13.514671;030669999310;ev-kita.momo@kk-neukoelln.de;;6.0;17.0;11.0;06:00-17:00;2;deutsch
626;Ev.Teilzeit-Kita im Rackebüller Weg;Kindertagesstätte;Ev. Kirchengemeinde Lichtenrade;Rackebüller Weg 64;12305 Berlin (Tempelhof-Schöneberg);52.40535999999999;13.40213;03066 63 14 60;tz-kita@kg-lira.de;;7.5;14.5;7.0;07:30-14:30;0;deutsch
627;Evangelische Kindertagesstätte;Kindertagesstätte;Evangelische Kirchengemeinde Berlin-Niederschönhausen;Marthastr. 12;13156 Berlin (Pankow);52.58488999999999;13.40695;030;;;;;;;0;deutsch
628;Evangelische Kindertagesstätte St. Johannis der Gemeinde Tiergarten;Kindertagesstätte;Ev. Kirchengemeinde St. Johannis;Alt-Moabit 25;10559 Berlin (Mitte);52.52483549999999;13.3492237;03039889094;kita-st.johannis@ev-gemeinde-tiergarten.de;;6.0;17.0;11.0;06:00-17:00;12;deutsch
629;Evangelische Kita 1;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Schwiebusser Str. 6;10965 Berlin (Friedrichshain-Kreuzberg);52.4860664;13.3924398;0306917231;kita1@heiligkreuzpassion.de;;6.0;17.0;11.0;06:00-17:00;12;deutsch
630;Evangelische Kita Arche;Kindertagesstätte;Stephanus Bildung gGmbH;Schönhauser Allee 104;10439 Berlin (Pankow);52.55274319999999;13.4137927;0304457048;brigitte.tedeski@stephanus-stiftung.de;;7.0;17.0;10.0;07:00-17:00;12;deutsch
631;Evangelische Kita Arche;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Zossener Str. 22;10961 Berlin (Friedrichshain-Kreuzberg);52.4900034;13.3937153;0306912499;arche@heiligkreuzpassion.de;;6.0;17.0;11.0;06:00-17:00;2;deutsch
632;Evangelische Kita Arche Noah;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Malchower Weg 44;13053 Berlin (Lichtenberg);52.5536654;13.5035574;0309290286;arche.noah-kita@evkvbmn.de;;7.0;17.5;10.5;07:00-17:30;2;deutsch
633;Evangelische Kita Auen;Kindertagesstätte;Leben mit Kindern gGmbH;Wilhelmsaue 118;10715 Berlin (Charlottenburg-Wilmersdorf);52.4851564;13.3238016;0308736640;auen@lemiki.de;www.lemiki.de;7.0;17.0;10.0;07:00-17:00;24;deutsch
634;Evangelische Kita Plötzensee;Kindertagesstätte;Ev. Kirchengemeinde Charlottenburg-Nord;Heckerdamm 226;13627 Berlin (Charlottenburg-Wilmersdorf);52.5395991;13.2998172;030381 26 56;ev.kitaploe@gmx.de;;7.0;17.0;10.0;07:00-17:00;12;deutsch
635;Evangelische Kita Regenbogen;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Senftenberger Ring 29;13435 Berlin (Reinickendorf);52.60245;13.35961;030;regenbogen-kita@evkvbmn.de;;;;;;0;deutsch
636;Evangelische Kita St. Ursula;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Wegelystr. 10 - 12;10623 Berlin (Charlottenburg-Wilmersdorf);52.5153749;13.3340782;03064491154;st.ursula-kita@evkvbmn.de;;7.0;19.0;12.0;07:00-19:00;2;deutsch
637;Evangelische Kita Winsstraße;Kindertagesstätte;Stephanus Bildung gGmbH;Winsstr. 24;10405 Berlin (Pankow);52.53476;13.42673;030442 48 04;brigitte.tedeski@stephanus-stiftung.de;;7.0;17.0;10.0;07:00-17:00;30;deutsch
638;Evangelische Kita" Zur Heimat";Kindertagesstätte;Diakonisches Werk Steglitz und Teltow-Zehlendorf e. V.;Leo-Baeck-Str. 6;14165 Berlin (Steglitz-Zehlendorf);52.421435;13.259162;030815 15 72;ev.kita-zur-heimat@dwstz.de;;7.0;17.0;10.0;07:00-17:00;12;deutsch
639;Evangelische Stephanus-Kita;Kindertagesstätte;Stephanus Bildung gGmbH;Albertinenstr. 20 -23;13086 Berlin (Pankow);52.5522651;13.4593033;0309624 9530;brigitte.tedeski@stephanus-stiftung.de;;7.0;17.0;10.0;07:00-17:00;12;deutsch
640;Evangelischer Forscherkindergarten Apfelbäumchen;Kindertagesstätte;Ev. Kirchengemeinde Bohnsdorf-Grünau;Neptunstr. 10;12526 Berlin (Treptow-Köpenick);52.3994711;13.5806814;0306763780;post@apfel-bohnsdorf.de;www.apfel-bohnsdorf.de;6.0;17.0;11.0;06:00-17:00;0;deutsch
641;Filiale Rudolf-Ditzen-Weg;Kindertagesstätte;Waldorfkindergarten Pankow e.V.;Rudolf-Ditzen-Weg 24;13156 Berlin (Pankow);52.5733;13.4024;0304856889;waldorfkiga-pankow@t-online.de;;;;;;24;deutsch
642;Fliederhof Waldorfkindergarten Berlin-Mitte;Eltern-Initiativ-Kindertagesstätte;Waldorfkindergarten Fliederhof Berlin-Mitte e.V.;Zionskirchstr. 49;10119 Berlin (Mitte);52.53395;13.4062;03040006900;post@kindergarten-fliederhof.de;;7.5;16.5;9.0;07:30-16:30;18;deutsch
643;FlowerKids Kindergarten;Kindertagesstätte;KitaNetz Berlin e.V.;Tietzenweg 13;12203 Berlin (Steglitz-Zehlendorf);52.44654999999999;13.30153;030815 70 09;flowerkids@kitanetz-berlin.de;www.kitanetz-berlin.de;7.0;17.5;10.5;07:00-17:30;18;englisch
644;Folli Folletti;Eltern-Initiativ-Kindertagesstätte;Folli Folletti e.V.;Cantianstr. 15;10437 Berlin (Pankow);52.54599;13.41073;030;;;8.25;17.25;9.0;08:15-17:15;12;deutsch
645;Freche Fledermäuse;Kindertagesstätte;Familien-Fenster e. V.;Wichertstr. 57;10439 Berlin (Pankow);52.5480801;13.42292;03034393444;info@freche-fledermaeuse.de;;8.0;17.0;9.0;08:00-17:00;12;deutsch
646;Freude Kindergarten;Kindertagesstätte;FREUDE Kindergärten gemeinnützige GmbH;Tegnerstr. 8;10439 Berlin (Pankow);52.5545209;13.4097092;03054714255;info@freude-kita.berlin;www.freude-kita.berlin;7.5;16.5;9.0;07:30-16:30;11;deutsch
647;freude Kita Niederschöneweide;Kindertagesstätte;FREUDE Kindergärten gemeinnützige GmbH;Brückenstr. 24;12439 Berlin (Treptow-Köpenick);52.45812;13.51104;03063418023;info@freude-kita.berlin;www.freude-kita.berlin;7.5;16.5;9.0;07:30-16:30;11;deutsch
648;FREUDE Kita Niederschöneweide 2;Kindertagesstätte;FREUDE Kindergärten gemeinnützige GmbH;Brückenstr. 8;12439 Berlin (Treptow-Köpenick);52.4579203;13.5115703;03063331359;info@freude-kita.berlin;www.freude-kita.berlin;7.5;16.5;9.0;07:30-16:30;11;deutsch
649;FRÖBEL - Kindergarten Sonne, Mond und Sterne;Kindertagesstätte;Fröbel Bildung und Erziehung gGmbH;Lindenberger Weg 57;13125 Berlin (Pankow);52.6290803;13.5061537;03085620039;;;;;;;0;deutsch
650;Fröbel Kindergarten;Kindertagesstätte;Fröbel Bildung und Erziehung gGmbH;Straßburger Str. 6B;10405 Berlin (Pankow);52.5293623;13.413476;03022494765;strassburger-berlin@froebel-gruppe.de;;6.0;18.0;12.0;06:00-18:00;3;deutsch
651;FRÖBEL Kindergarten "Schatzinsel";Kindertagesstätte;Fröbel Bildung und Erziehung gGmbH;Fischerinsel 8;10179 Berlin (Mitte);52.5123443;13.4055432;030201 37 88;schatzinsel-berlin@froebel-gruppe.de;www.froebel-gruppe.de;6.0;18.0;12.0;06:00-18:00;3;deutsch
652;FRÖBEL Kindergarten "Traumzauberbaum";Kindertagesstätte;Fröbel Bildung und Erziehung gGmbH;Mollstr. 7 A;10178 Berlin (Mitte);52.52346;13.42097;030241 91 56;traumzauberbaum-berlin@froebel-gruppe.de;www.froebel-gruppe.de;6.0;19.0;13.0;06:00-19:00;3;deutsch
653;FRÖBEL Kindergarten Am Ring;Kindertagesstätte;Fröbel Bildung und Erziehung gGmbH;Rigaer Str. 53 -54;10247 Berlin (Friedrichshain-Kreuzberg);52.5149449;13.4723379;0304268844;amring-berlin@froebel-gruppe.de;www.froebel-gruppe.de;6.0;18.0;12.0;06:00-18:00;3;deutsch
